Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
7224|M12580.1 Drosophila hydei Y chromosome lampbrush loop transcribed repeats,1186,0,861,30.43,33.57,90.66,297.92,2.19,1184.95,1e-26,7214,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,,
"77133|JN885075.1 Uncultured bacterium clone NZ_315_Bac117 16S ribosomal RNA gene, partial sequence",584,0,700,77.0,77.86,98.9,128.44,3.85,583.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885079.1 Uncultured bacterium clone NZ_315_Bac126 16S ribosomal RNA gene, partial sequence",1196,0,700,92.0,92.57,99.38,108.02,7.23,1195.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX512925.1 Uncultured bacterium clone KF-6 NirS (nirS) gene, partial cds",136,0,242,86.78,92.56,93.75,108.04,3.7,135.7,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|JX537339.1 Uncultured anaerobic ammonium-oxidizing bacterium clone BZ-11 hydrazine oxidoreductase (hzo) gene, partial cds",906,0,994,85.31,87.12,97.92,114.78,3.78,904.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JX537371.1 Uncultured anaerobic ammonium-oxidizing bacterium clone BZ-45 hydrazine oxidoreductase (hzo) gene, partial cds",764,0,994,74.95,76.36,98.16,130.96,3.39,762.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JX537403.1 Uncultured anaerobic ammonium-oxidizing bacterium clone BZ-80 hydrazine oxidoreductase (hzo) gene, partial cds",2910,0,994,98.19,99.8,98.39,100.2,11.92,2908.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JX537410.1 Uncultured anaerobic ammonium-oxidizing bacterium clone BZ-89 hydrazine oxidoreductase (hzo) gene, partial cds",494,0,927,74.0,76.81,96.35,130.2,2.99,492.87,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1167203|JX537603.1 Uncultured marine thaumarchaeote clone CF11-A-25 ammonia monooxygenase subunit A (amoA) gene, partial cds",552,0,635,68.19,68.5,99.54,145.98,3.17,551.22,1e-26,1167203,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured marine thaumarchaeote
"1167203|JX537609.1 Uncultured marine thaumarchaeote clone CF14-A-03 ammonia monooxygenase subunit A (amoA) gene, partial cds",662,0,635,93.7,94.96,98.67,105.31,4.22,661.22,1e-26,1167203,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured marine thaumarchaeote
"86473|FJ436473.1 Uncultured gamma proteobacterium isolate DGGE gel band AJ-38 16S ribosomal RNA gene, partial sequenceFJ436536.1 Uncultured gamma proteobacterium isolate DGGE gel band BJ-34 16S ribosomal RNA gene, partial sequence",294,0,532,71.24,72.56,98.19,137.82,3.38,293.35,1e-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"991135|JX532001.1 Uncultured candidate division NC10 bacterium clone XH04 16S ribosomal RNA gene, partial sequenceJX532004.1 Uncultured candidate division NC10 bacterium clone XH07 16S ribosomal RNA gene, partial sequenceJX532005.1 Uncultured candidate division NC10 bacterium clone XH08 16S ribosomal RNA gene, partial sequenceJX532006.1 Uncultured candidate division NC10 bacterium clone XH09 16S ribosomal RNA gene, partial sequenceJX532007.1 Uncultured candidate division NC10 bacterium clone XH10 16S ribosomal RNA gene, partial sequenceJX532008.1 Uncultured candidate division NC10 bacterium clone XH11 16S ribosomal RNA gene, partial sequenceJX532009.1 Uncultured candidate division NC10 bacterium clone XH12 16S ribosomal RNA gene, partial sequence",366,0,459,62.09,65.14,95.32,153.51,3.8,365.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"77133|JQ372244.2 Uncultured bacterium clone MD06f3_21208 16S ribosomal RNA gene, partial sequence",874,0,791,63.97,66.25,96.56,150.95,5.23,873.03,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JQ372845.2 Uncultured bacterium clone MD15f7_9149 16S ribosomal RNA gene, partial sequence",406,0,791,36.79,37.93,97.0,263.67,2.65,405.03,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX948472.1 Uncultured bacterium clone 5III.61 16S ribosomal RNA gene, partial sequence",788,0,1534,31.03,31.16,99.58,320.92,2.05,786.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
1202494|HE863791.1 Bacterium symbiont of Thyasira sp. Guiness partial 23S rRNA gene,43752,0,1208,98.51,100.5,98.02,99.51,223.46,43750.52,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1202494|HE863793.1 Bacterium symbiont of Thyasira sp. Guiness partial 16S rRNA gene, isolate 4",9240,0,1502,90.28,90.41,99.85,110.6,26.03,9238.16,1e-26,1202494,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium symbiont of Thyasira sp. Guiness
1202496|HE863796.1 Bacterium symbiont of Acharax sp. Guiness partial 23S rRNA gene,3204,0,1082,97.41,100.09,97.32,99.91,20.19,3202.68,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1202496|HE863797.1 Bacterium symbiont of Acharax sp. Guiness partial 16S rRNA gene, clone rareHE863798.1 Bacterium symbiont of Acharax sp. Guiness partial 16S rRNA gene",3320,0,1504,81.85,82.05,99.76,121.88,9.39,3318.16,1e-26,1202496,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium symbiont of Acharax sp. Guiness
"77133|JN976156.1 Uncultured bacterium clone OA3-30d-038 16S ribosomal RNA gene, partial sequence",1028,0,1390,83.88,84.1,99.74,118.91,3.45,1026.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN990390.1 Uncultured bacterium clone NZ_309_pmoA_49 PmoA gene, partial cds",478,0,458,97.16,100.0,97.16,100.0,5.0,477.44,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JN990404.1 Uncultured bacterium clone NZ_309_pmoA_80 PmoA gene, partial cds",258,0,458,97.38,100.0,97.38,100.0,3.24,257.44,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JQ189904.1 Uncultured bacterium clone BD16210 16S ribosomal RNA gene, partial sequence",1200,0,1362,66.3,66.3,100.0,150.83,3.96,1198.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB770429.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: MD179_69_MD3304_U_5cm_38",340,0,442,64.48,65.38,98.62,152.94,5.08,339.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"310067|KC006112.1 Uncultured Anaerolineaceae bacterium clone D3N 16S ribosomal RNA gene, partial sequence",452,0,755,54.7,56.03,97.64,178.49,3.58,451.08,1e-26,292628,Bacteria,unk_k,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unk_g,
"77133|HF545476.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS4 C16",1308,0,934,90.15,90.58,99.53,110.4,6.68,1306.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545550.1 Uncultured bacterium partial 16S rRNA gene, clone 1ARNbW14_S1_22",1854,0,912,85.86,86.07,99.75,116.18,8.88,1852.88,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545557.1 Uncultured bacterium partial 16S rRNA gene, clone 2ARNbW14_S1_00",616,0,904,69.36,69.69,99.52,143.49,3.65,614.89,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"592975|JX945935.1 Uncultured Candidatus Scalindua sp. clone AHB006 hydrazine oxidoreductase (hzo) gene, partial cds",2924,0,1063,63.31,67.83,93.34,147.43,19.99,2922.7,1e-26,2897346,Bacteria,unk_k,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,,
"120965|JQ822631.1 Uncultured planctomycete clone SCS_ANA_22 hydrazine oxidase (hzo) gene, partial cds",1608,0,866,79.68,80.25,99.28,124.6,6.42,1606.94,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"77133|JQ241769.1 Uncultured bacterium clone NZ_315_Bac80 16S ribosomal RNA gene, partial sequence",5636,0,700,96.86,97.0,99.85,103.09,36.75,5635.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"227748|HQ729475.1 Pseudoalteromonas sp. D41 outer membrane protein W (ompW) gene, complete cds",876,0,654,83.49,83.49,100.0,119.78,4.94,875.2,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729476.1 Pseudoalteromonas sp. D41 outer membrane protein gene, complete cds",3820,0,1071,99.72,100.0,99.72,100.0,15.22,3818.69,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729477.1 Pseudoalteromonas sp. D41 transcription termination factor Rho gene, complete cds",3564,0,1260,99.6,100.0,99.6,100.0,13.38,3562.46,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729478.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase alpha chain gene, complete cds",3344,0,987,99.9,100.0,99.9,100.0,16.45,3342.79,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729479.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase subunit beta gene, complete cds",13684,1,4026,99.3,99.83,99.48,100.17,17.43,13679.07,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729480.1 Pseudoalteromonas sp. D41 lytic cell-wall binding lipoprotein gene, complete cds",5924,0,1911,99.22,100.0,99.22,100.0,15.18,5921.66,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729481.1 Pseudoalteromonas sp. D41 TonB-dependent receptor gene, complete cds",5944,0,2133,99.34,100.0,99.34,100.0,12.8,5941.39,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"366572|JX446008.1 Uncultured Desulfohalobiaceae bacterium clone MEDEE_drs_B1_MIF dissimilatory sulfite reductase alpha subunit (dsrA) mRNA, partial cds",912,0,687,73.51,79.91,91.99,125.14,9.1,911.16,1e-26,213117,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,,
"1280389|KC200266.1 Idiomarina sp. CF5 16S ribosomal RNA gene, partial sequence",790,0,1468,31.47,31.74,99.14,315.02,2.45,788.2,1e-26,1280389,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp. CF5
"77133|KC352008.1 Uncultured bacterium clone EZ38 16S ribosomal RNA gene, partial sequence",646,0,732,63.52,66.53,95.48,150.31,3.72,645.1,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1210971|HE963013.1 Bacterium symbiont Bathymodiolus mauritanicus partial 16S rRNA gene, strain M1.1, clone G-1a",1004,0,1499,63.31,63.51,99.68,157.46,3.97,1002.17,1e-26,1210971,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium symbiont of Bathymodiolus mauritanicus
"1210971|HE963014.1 Bacterium symbiont Bathymodiolus mauritanicus partial 16S rRNA gene, strain M1.22, clone G-1b",872,0,1500,33.2,33.2,100.0,301.2,2.79,870.17,1e-26,1210971,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium symbiont of Bathymodiolus mauritanicus
"51768|HF677662.1 Alcyonium digitatum microsatellite DNA locus Adig074, clone DMF88E02",332,0,370,82.43,90.54,91.04,110.45,2.35,331.55,1e-26,40678,Eukaryota,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,,
"152509|JF423004.1 Uncultured Bacteroidetes bacterium clone 1659PCS_1B_55 16S ribosomal RNA gene, partial sequence",3746,0,1103,70.72,71.44,98.98,139.97,16.01,3744.65,1e-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"120858|JF423045.1 Uncultured epsilon proteobacterium clone 1659PCS_1B_60 16S ribosomal RNA gene, partial sequence",812,0,1087,40.75,40.75,100.0,245.37,4.14,810.67,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"34034|JF423070.1 Uncultured delta proteobacterium clone 1659PCS_1B_94 16S ribosomal RNA gene, partial sequence",1610,0,1052,43.06,43.16,99.78,231.72,6.84,1608.71,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|JF423098.1 Uncultured delta proteobacterium clone 1659PCS_1B_48 16S ribosomal RNA gene, partial sequence",1418,0,1056,57.01,57.1,99.83,175.12,5.35,1416.71,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|JF423103.1 Uncultured delta proteobacterium clone 1659PCS_1B_1 16S ribosomal RNA gene, partial sequence",4104,0,1034,78.53,78.63,99.88,127.18,16.48,4102.73,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|HE974891.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone ATLA_Crab_Bac_C05",602,0,948,76.48,76.48,100.0,130.76,2.74,600.84,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"unk_taxid|APEJ01000040.1 Helicobacter pylori GAMchJs114i H_pylori-1.0_Cont81.1, whole genome shotgun sequence",2540,0,850,100.0,100.0,100.0,100.0,15.25,2538.96,1e-26,,,,,,,,,
"1306492|JX134480.1 Pseudoalteromonas sp. A3-10 16S ribosomal RNA gene, partial sequence",3852,0,1507,95.36,95.49,99.86,104.73,10.24,3850.16,1e-26,1306492,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. A3-10
"195045|KC545714.1 Uncultured SAR406 cluster bacterium clone BFB040 16S ribosomal RNA gene, partial sequence",1026,0,1501,83.81,84.68,98.98,118.1,3.83,1024.16,1e-26,195045,Bacteria,unk_k,Candidatus Marinimicrobia,unk_c,unk_o,unk_f,unk_g,uncultured Candidatus Marinimicrobia bacterium
"218292|KC545717.1 Uncultured Desulfocapsa sp. clone BFB046 16S ribosomal RNA gene, partial sequence",10100,0,1495,78.93,79.26,99.58,126.16,28.84,10098.17,1e-26,218292,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfocapsa,uncultured Desulfocapsa sp.
"77133|KC631475.1 Uncultured bacterium clone YF1_B75 16S ribosomal RNA gene, partial sequence",902,0,1519,50.69,52.34,96.86,191.07,2.83,900.14,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1311998|KC529483.1 Thalassoplanella collaris isolate UH80.4 18S ribosomal RNA gene, partial sequence",5076,0,1838,83.46,88.68,94.11,112.76,18.32,5073.75,1e-26,27902,Eukaryota,Metazoa,Platyhelminthes,Rhabditophora,Rhabdocoela,Typhloplanidae,,
"1311998|KC529614.1 Thalassoplanella collaris isolate UH174.1 28S ribosomal RNA gene, partial sequence",2154,0,1700,61.47,66.29,92.72,150.84,8.61,2151.92,1e-26,27902,Eukaryota,Metazoa,Platyhelminthes,Rhabditophora,Rhabdocoela,Typhloplanidae,,
"77133|KC682840.1 Uncultured bacterium clone KiMba_2B6 16S ribosomal RNA gene, partial sequence",1594,0,1502,86.88,87.22,99.62,114.66,5.34,1592.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC682848.1 Uncultured bacterium clone KiMba_LR2D6 16S ribosomal RNA gene, partial sequence",786,0,1487,76.8,78.82,97.44,126.88,2.79,784.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC682850.1 Uncultured bacterium clone KiMba_2E7 16S ribosomal RNA gene, partial sequence",3378,0,867,63.44,63.55,99.82,157.35,15.22,3376.94,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC682856.1 Uncultured bacterium clone KiMba_2G7 16S ribosomal RNA gene, partial sequence",1244,0,1500,41.33,42.07,98.26,237.72,4.2,1242.16,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"991135|KC340967.1 Uncultured candidate division NC10 bacterium clone BYD-Ad-3 16S ribosomal RNA gene, partial sequence",288,0,460,62.61,65.0,96.32,153.85,2.53,287.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341015.1 Uncultured candidate division NC10 bacterium clone NC-15-8 16S ribosomal RNA gene, partial sequence",1042,0,460,78.04,80.43,97.03,124.32,8.9,1041.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341040.1 Uncultured candidate division NC10 bacterium clone DT-71 16S ribosomal RNA gene, partial sequence",324,0,461,63.99,65.29,98.01,153.16,3.12,323.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341101.1 Uncultured candidate division NC10 bacterium clone ZZ-117 16S ribosomal RNA gene, partial sequence",706,0,459,73.86,74.51,99.12,134.21,7.61,705.44,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC341108.1 Uncultured candidate division NC10 bacterium clone ZZ-12 16S ribosomal RNA gene, partial sequence",602,0,461,89.15,90.24,98.8,110.82,5.76,601.44,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC341124.1 Uncultured candidate division NC10 bacterium clone SQ4 16S ribosomal RNA gene, partial sequence",452,0,464,68.97,69.18,99.69,144.55,4.44,451.43,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC341136.1 Uncultured candidate division NC10 bacterium clone SHJ-33 16S ribosomal RNA gene, partial sequence",526,0,460,67.61,70.0,96.58,142.86,4.49,525.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341143.1 Uncultured candidate division NC10 bacterium clone SHJ-114 16S ribosomal RNA gene, partial sequence",1310,0,459,65.8,68.19,96.49,146.65,12.86,1309.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341150.1 Uncultured candidate division NC10 bacterium clone SHJ-102 16S ribosomal RNA gene, partial sequence",268,0,460,63.04,63.7,98.98,157.0,2.53,267.44,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC341153.1 Uncultured candidate division NC10 bacterium clone SHJ-109 16S ribosomal RNA gene, partial sequence",532,0,464,86.64,90.3,95.94,110.74,5.14,531.43,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KC341185.1 Uncultured candidate division NC10 bacterium clone YMY-7 16S ribosomal RNA gene, partial sequence",316,0,460,63.7,65.0,97.99,153.85,3.22,315.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341195.1 Uncultured candidate division NC10 bacterium clone PRW2-2 16S ribosomal RNA gene, partial sequence",6708,0,471,96.18,99.36,96.79,100.64,60.33,6707.42,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341206.1 Uncultured candidate division NC10 bacterium clone JXCW-3 16S ribosomal RNA gene, partial sequence",276,0,464,62.07,64.44,96.32,155.18,2.51,275.43,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC341222.1 Uncultured candidate division NC10 bacterium clone JXCS-22 16S ribosomal RNA gene, partial sequence",978,0,465,62.37,64.3,96.99,155.52,8.1,977.43,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"77133|JQ999769.1 Uncultured bacterium clone GKJWQY101BEVT5 23S ribosomal RNA gene, partial sequence",388,0,532,81.77,86.47,94.57,115.65,4.77,387.35,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"100272|KC787449.1 Uncultured eukaryote clone C565_BSAK06GGC18 18S ribosomal RNA gene, partial sequence",250,0,340,73.24,74.12,98.81,134.92,3.71,249.58,1e-26,100272,Eukaryota,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured eukaryote
"156588|KC917758.1 Uncultured Verrucomicrobia bacterium clone 18H-21 16S ribosomal RNA gene, partial sequence",600,0,983,46.29,48.73,94.99,205.22,3.05,598.8,1e-26,74201,Bacteria,unk_k,Verrucomicrobia,unk_c,unk_o,unk_f,,
"77133|KC662308.1 Uncultured bacterium clone T96 16S ribosomal RNA gene, partial sequence",2772,0,1497,34.67,34.94,99.24,286.23,7.81,2770.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC972304.1 Uncultured bacterium clone BSNS1752 16S ribosomal RNA gene, partial sequence",176,0,278,97.12,100.36,96.77,99.64,4.03,175.66,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"120858|KC702354.1 Uncultured epsilon proteobacterium clone E3M_007 ATP citrate lyase operon-rrnA operon intergenic spacer, partial sequence",1434,0,717,41.7,46.44,89.79,215.32,10.55,1433.12,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,,
"120858|KC702374.1 Uncultured epsilon proteobacterium clone S3M_006 ATP citrate lyase operon-rrnA operon intergenic spacer, partial sequence",3898,0,677,61.74,67.8,91.07,147.49,28.56,3897.17,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,,
"77133|AB825191.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: Exp331_INH_24U_05",304,0,353,99.43,99.43,100.0,100.57,4.05,303.57,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"287|KC710194.1 Pseudomonas aeruginosa strain 42-712M insertion sequence ISPa8 putative transposase (tnpA) gene, complete cds; and disrupted outer membrane porin (oprD) gene, partial sequence",3788,0,1444,80.06,84.07,95.22,118.95,14.38,3786.23,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"77133|KC470861.1 Uncultured bacterium clone N_1 16S ribosomal RNA gene, partial sequence",1488,0,1539,61.14,61.21,99.89,163.38,3.9,1486.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC470864.1 Uncultured bacterium clone N_118 16S ribosomal RNA gene, partial sequence",1024,0,1154,55.63,56.85,97.87,175.91,4.59,1022.59,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC470889.1 Uncultured bacterium clone N_137 16S ribosomal RNA gene, partial sequence",3002,0,1485,94.55,94.81,99.72,105.47,10.2,3000.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC470897.1 Uncultured bacterium clone N_154 16S ribosomal RNA gene, partial sequence",1676,0,1471,23.93,24.13,99.15,414.37,6.13,1674.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC470904.1 Uncultured bacterium clone N_172 16S ribosomal RNA gene, partial sequence",3106,0,1528,99.21,100.0,99.21,100.0,10.94,3104.13,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
