Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175245|KX176119.1 Uncultured fungus clone Otu1796 internal transcribed spacer 1 and 5.8S ribosomal RNA gene, partial sequence",150,1,206,97.57,97.57,100,102.49,2.93,145.19,1.00E-26,175245,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured fungus
"115547|AB798435.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_01_0584",840,11,1420,44.58,44.58,100,224.33,2.67,806.93,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB799222.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_02_0315",1110,11,1421,59.54,59.61,99.88,167.77,4.43,1076.76,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB799684.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_03_0202",4084,11,1422,83.9,83.9,100,119.2,14.7,4050.41,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB800461.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_MBGB_11_0001",1316,11,1470,64.56,64.63,99.89,154.74,5.1,1281.56,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"1583524|KM573970.1 Vibrio sp. PID18_86 heat shock protein 60 (hsp60) gene, partial cds",558,3,500,55.8,56.2,99.29,177.94,4.84,546.26,1.00E-26,1583524,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. PID18_86
"1583764|KM574210.1 Vibrio sp. PID23_77 heat shock protein 60 (hsp60) gene, partial cdsKM574293.1 Vibrio sp. PID25_57 heat shock protein 60 (hsp60) gene, partial cdsKM574304.1 Vibrio sp. PID25_74 heat shock protein 60 (hsp60) gene, partial cdsKM574333.1 Vibrio sp. PID26_35 heat shock protein 60 (hsp60) gene, partial cdsKM574398.1 Vibrio sp. PID27_81 heat shock protein 60 (hsp60) gene, partial cdsKM575457.1 Vibrio sp. PID47_50 heat shock protein 60 (hsp60) gene, partial cds",896,3,500,81.4,84,96.9,119.05,12.96,884.22,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"1583802|KM574248.1 Vibrio sp. PID24_46 heat shock protein 60 (hsp60) gene, partial cdsKM574251.1 Vibrio sp. PID24_51 heat shock protein 60 (hsp60) gene, partial cdsKM574257.1 Vibrio sp. PID24_61 heat shock protein 60 (hsp60) gene, partial cdsKM574269.1 Vibrio sp. PID24_86 heat shock protein 60 (hsp60) gene, partial cdsKM575621.1 Vibrio sp. PID49_94 heat shock protein 60 (hsp60) gene, partial cds",3018,3,500,68.4,71,96.34,140.85,39.3,3006.17,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"1583906|KM574352.1 Vibrio sp. PID26_77 heat shock protein 60 (hsp60) gene, partial cds",1026,3,500,65.6,66.8,98.2,149.7,13.2,1014.21,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"1584200|KM574646.1 Vibrio sp. PID33_44 heat shock protein 60 (hsp60) gene, partial cds",428,3,500,46.8,48.2,97.1,207.47,5.3,416.29,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"1584653|KM575099.1 Vibrio sp. PID41_56 heat shock protein 60 (hsp60) gene, partial cds",438,3,500,92.8,93.2,99.57,107.3,4.19,426.29,1.00E-26,1584653,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. PID41_56
"1585341|KM575652.1 Vibrio sp. PID49_39 16S ribosomal RNA gene, partial sequence",1576,5,705,55.32,55.6,99.49,179.85,10.64,1559.37,1.00E-26,1585341,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. PID49_39
"77133|LC015989.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_15LC015998.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_24LC016005.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_33LC016022.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_53LC016024.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_55LC016036.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_69",246,2,358,94.41,100,94.41,100,4.69,237.64,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|LC016015.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H2_45LC016159.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_6H3_14LC015865.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: BSCK0903_1H3_68",180,2,352,65.62,65.62,100,152.38,1.97,171.82,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016107.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H4_82",390,2,373,79.62,80.16,99.33,124.75,5.61,381.25,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016115.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H4_95",192,2,373,49.33,49.33,100,202.72,1.97,183.34,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016136.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_1H4_143",228,2,373,86.86,88.74,97.89,112.69,3.31,219.31,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016173.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_6H3_34LC016192.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: SKCK0606_6H3_60",1854,2,361,98.61,100,98.61,100,25.01,1845.46,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016237.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_16",1426,2,358,83.8,85.47,98.04,116.99,19.69,1417.54,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016246.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_28",386,2,358,72.35,73.46,98.48,136.12,5.47,377.6,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016259.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_42LC016336.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_137",210,2,352,55.68,55.68,100,179.59,2.25,201.8,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016273.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_62",210,2,364,67.86,72.8,93.21,137.36,3.96,201.53,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|LC016281.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_71",772,2,364,98.08,100,98.08,100,8.95,763.41,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016394.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_903EN_64",368,2,358,81.28,84.08,96.68,118.94,4.86,359.6,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1563206|KM884844.1 Vibrio sp. S1-15 MreB (mreB) gene, partial cds",512,6,849,43.23,44.17,97.87,226.4,2.7,492.22,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"77133|KC852475.1 Uncultured bacterium clone DLPYS_MD01_057 16S ribosomal RNA gene, partial sequence",722,6,803,78.46,78.83,99.53,126.86,4.11,703.19,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"86473|KJ095227.1 Uncultured gamma proteobacterium clone 1 16S-23S ribosomal RNA intergenic spacer, partial sequence",728,2,308,93.18,100.65,92.58,99.35,17.05,720.73,1.00E-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,,
"663|KM613159.1 Vibrio alginolyticus strain HY9901 quinolone resistance protein (qnr) gene, complete cds",24592,5,651,99.69,100,99.69,100,167.62,24576.57,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"198431|KM410502.1 Uncultured prokaryote clone FS08-3-89 16S ribosomal RNA gene, partial sequence",934,11,1509,41.29,41.48,99.52,241.05,2.91,898.83,1.00E-26,198431,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured prokaryote
"136468|LN713964.1 Vibrio lentus partial mreB gene for actin-like cytoskeleton protein, strain CECT 5110T",18378,7,934,92.29,96.25,95.88,103.89,105.35,18355.87,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"38313|LN795823.1 Shewanella algae partial 16S rRNA gene, strain MARS 14",1928,12,1533,38.55,38.55,100,259.39,5.27,1891.96,1.00E-26,38313,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
"77133|KP299869.1 Uncultured bacterium clone BT 210 16S ribosomal RNA gene, partial sequence",1790,11,1471,59.42,60.57,98.09,165.1,6.75,1755.43,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1563216|KP299903.1 Vibrio sp. S7-71 GyrB (gyrB) gene, partial cds",1350,6,813,55.23,55.84,98.9,179.07,6.64,1330.85,1.00E-26,1563216,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. S7-71
"663|KM579644.1 Vibrio alginolyticus strain W11 DNA gyrase subunit b (gyrB) gene, partial cds",1462,7,927,55.34,55.99,98.84,178.61,6.8,1440.17,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|KP145006.1 Vibrio alginolyticus strain CIBAVA7 chitinase gene, complete cds",2784,11,1464,36.34,36.61,99.25,273.13,8.81,2749.49,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"1632562|KP174487.1 Bacterium YC-ZSS-LKJ167 16S ribosomal RNA gene, partial sequence",816,11,1477,49.76,50.03,99.46,199.86,3.18,781.64,1.00E-26,1632562,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium YC-ZSS-LKJ167
"670|LC019120.1 Vibrio parahaemolyticus genes for UTP--glucose-1-phosphate uridylyltransferase, metallo-beta-lactamase, partial cds, strain: TCVP96",4132,16,2097,28.66,31.04,92.32,322.12,13.66,4082.55,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"1452721|KP752419.1 Pseudoalteromonas lipolytica SCSIO 04301 lipase gene, complete cds",5818,19,2433,86.19,87.05,99.01,114.87,9.34,5760.58,1.00E-26,570156,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas lipolytica
"446372|LN832638.1 Vibrio celticus partial mreB gene for rod shaping protein MreB, isolate 5OM18",51018,7,928,85.67,87.93,97.43,113.73,306.63,50996.01,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"446372|LN832642.1 Vibrio celticus partial mreB gene for rod shaping protein MreB, isolate 96-414",17452,7,931,67.99,70.35,96.64,142.14,100.07,17429.94,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"446372|LN832643.1 Vibrio celticus partial mreB gene for rod shaping protein MreB, strain CECT 8431",854,7,932,68.99,71.24,96.84,140.36,5.54,832.16,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"246167|LN832664.1 Vibrio crassostreae partial mreB gene for rod shaping protein MreB, isolate 2OM1",32884,7,934,69.06,71.41,96.7,140.03,181.92,32861.87,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"296199|LN832677.1 Vibrio gigantis partial mreB gene for rod shaping protein MreB, isolate LPD 1-1-33",2480,7,926,46.65,48.49,96.21,206.24,14.1,2458.13,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"136468|LN832681.1 Vibrio lentus partial mreB gene for rod shaping protein MreB, isolate 3OM12",10894,7,934,76.66,80.19,95.59,124.7,59.08,10871.88,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"29497|LN832684.1 Vibrio splendidus partial mreB gene for rod shaping protein MreB, strain CECT 8432",1694,7,931,72.18,74.22,97.25,134.73,9.19,1672.06,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"136468|LN832741.1 Vibrio lentus partial rpoD gene for RNA polymerase sigma factor RpoD, isolate 3OM12",169486,6,866,97.23,100,97.23,100,1056.67,169465.47,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"170679|LN832774.1 Vibrio chagasii partial recA gene for Recombinase A, isolate 8OM3",562,6,805,44.97,45.09,99.72,221.76,3.26,543.2,1.00E-26,170679,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio chagasii
"136468|LN832799.1 Vibrio lentus partial recA gene for Recombinase A, isolate 3OM12",962,6,811,68.19,70.9,96.17,141.04,7.75,942.94,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"446372|LN832819.1 Vibrio celticus partial pyrH gene for Uridylate kinase, isolate 96-3",8424,4,598,56.35,57.36,98.25,174.34,68.77,8409.83,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"136468|LN832859.1 Vibrio lentus partial pyrH gene for Uridylate kinase, isolate 3OM12",35160,4,587,95.06,95.57,99.47,104.63,275.22,35146.09,1.00E-26,136468,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus
"663|KP698606.1 Vibrio alginolyticus strain N12B 16S ribosomal RNA gene, partial sequence",578,8,1039,59.19,59.29,99.84,168.67,2.3,553.83,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"1539281|KP310111.1 Vibrio sp. W13 oligoalginate lyase (oalA) gene, complete cds",18494,17,2166,66.62,69.3,96.14,144.3,47.77,18442.72,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"1539281|KP310112.1 Vibrio sp. W13 oligoalginate lyase (oalB) gene, complete cds",55798,17,2166,96.86,98.34,98.5,101.69,117.83,55746.68,1.00E-26,1539281,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. W13
"115547|KP317649.1 Uncultured archaeon clone UBGH2-3_0.8-m56 methyl-coenzyme M reductase subunit alpha (mcrA) gene, partial cds",1874,3,487,95.07,97.95,97.06,102.1,21.45,1862.49,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1661991|KR870827.1 Vibrio sp. SYT4 16S ribosomal RNA gene, partial sequence",5314,11,1517,28.48,28.48,100,351.16,17.37,5278.15,1.00E-26,1661991,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. SYT4
"115547|LC061232.1 Uncultured archaeon mcrA gene for methyl coenzyme M reductase alpha subunit, partial cds, clone: Exp331_mcrA_C14B_1m_01",2958,3,449,93.1,93.1,100,107.42,23.81,2947.37,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|LC061244.1 Uncultured archaeon mcrA gene for methyl coenzyme M reductase alpha subunit, partial cds, clone: Exp331_mcrA_C14B_5m_22",1146,3,383,81.46,81.72,99.68,122.36,10.18,1136.95,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|LC061247.1 Uncultured archaeon mcrA gene for methyl coenzyme M reductase alpha subunit, partial cds, clone: Exp331_mcrA_C14D_0m_26",928,3,437,98.86,99.54,99.31,100.46,7.57,917.69,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"29497|KR559560.1 Vibrio splendidus strain V1 A metalloprotease (vsm) gene, partial cds",17848,3,418,94.98,100,94.98,100,333.67,17838.09,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"77133|KR921289.1 Uncultured bacterium clone MAL_E11 16S ribosomal RNA gene, partial sequence",656,8,1071,50.79,51.17,99.27,195.44,3.27,631.04,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR300308.1 Uncultured bacterium clone angs3042 16S ribosomal RNA gene, partial sequence",544,4,554,74.01,74.01,100,135.12,4.87,531.01,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"188144|KP795482.1 Enterovibrio norvegicus strain 1F_164 clone m129-contig1, complete sequence",223654,107,13558,20.33,21.76,93.42,459.59,109.42,223332.85,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
29497|KP795588.1 Vibrio splendidus strain 5S_214 m045-contig1 genomic sequence,1467118,89,11369,65.61,68.75,95.43,145.46,815.74,1466848.81,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"77133|KP247196.1 Uncultured bacterium clone EdgeF10 16S ribosomal RNA gene, partial sequence",3418,5,735,90.2,91.7,98.37,109.05,21.35,3400.62,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP247279.1 Uncultured bacterium clone C_R_R_CTL_77 16S ribosomal RNA gene, partial sequence",364,4,615,40.81,41.14,99.21,243.08,2.88,349.68,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"207831|KP684458.1 Bacterium enrichment culture clone MA2ANA16 16S ribosomal RNA gene, partial sequence",814,8,1022,38.06,38.45,98.98,260.05,3.15,790.09,1.00E-26,207831,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium enrichment culture
"38313|LN811438.1 Shewanella algae ept gene for phosphoethanolamine transferase, strain MARS 14",13018,12,1626,97.42,100,97.42,100,42.36,12979.51,1.00E-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"77133|KM356409.1 Uncultured bacterium clone AN_5119N_bac_E3 16S ribosomal RNA gene, partial sequence",720,11,1433,44.59,46.27,96.38,216.14,3.29,686.73,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KM356650.1 Uncultured bacterium clone LS_3433_bac_D6 16S ribosomal RNA gene, partial sequence",2300,11,1439,66.92,67.06,99.79,149.12,7.71,2266.11,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356653.1 Uncultured bacterium clone LS_3433_bac_C8 16S ribosomal RNA gene, partial sequence",31094,11,1438,99.93,100,99.93,100,101.06,31059.93,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356654.1 Uncultured bacterium clone LS_3433_bac_D11 16S ribosomal RNA gene, partial sequence",1734,11,1442,76.7,77.46,99.02,129.1,6.42,1700.11,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356678.1 Uncultured bacterium clone LS_5164_bac_F4 16S ribosomal RNA gene, partial sequence",1750,11,1486,49.06,49.19,99.73,203.28,6.05,1715.09,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356714.1 Uncultured bacterium clone OS_3487_bac_C10 16S ribosomal RNA gene, partial sequence",1396,11,1425,60.91,63.58,95.81,157.28,5.75,1362.58,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KM356736.1 Uncultured bacterium clone OS_3582_bac_E12 16S ribosomal RNA gene, partial sequence",864,11,1425,61.89,62.04,99.77,161.2,2.91,830.8,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|KM357047.1 Uncultured archaeon clone LS_3433_arc_G1_M13F 16S ribosomal RNA gene, partial sequence",886,7,899,46.94,46.94,100,213.03,5.34,864.91,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KM357215.1 Uncultured archaeon clone AS_3730inc_arc_AP1_F10 16S ribosomal RNA gene, partial sequence",1134,7,918,81.37,81.37,100,122.89,6.04,1112.42,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"1394706|BK008897.1 TPA_inf: Vibrio parahaemolyticus S174 CARB-type beta-lactamase gene, complete cdsBK008904.1 TPA_inf: Vibrio parahaemolyticus S014 CARB-type beta-lactamase gene, complete cds",528,6,852,40.02,40.73,98.27,245.53,2.41,508.14,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"77133|KT257753.1 Uncultured bacterium clone Tica13Exp_2H 16S ribosomal RNA gene, partial sequence",912,11,1489,23.17,24.58,94.26,406.83,2.59,877.3,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KT257802.1 Uncultured bacterium clone Tica4E_9E 16S ribosomal RNA gene, partial sequence",1900,11,1486,67.36,68.98,97.66,144.98,6.31,1865.06,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KT257813.1 Uncultured bacterium clone Trap_12G_1 16S ribosomal RNA gene, partial sequence",930,11,1475,34.78,34.85,99.81,286.96,3.25,895.61,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT329084.1 Uncultured bacterium clone GII_3.1_2 ATP citrate lyase beta subunit (aclB) gene, partial cds",174,2,333,42.64,43.84,97.26,228.08,2.06,166.26,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"663|KJ476728.1 Vibrio alginolyticus strain HY9901 KdpE (kdpE) gene, complete cds",400,5,732,64.21,66.8,96.11,149.69,3.15,382.98,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"663|KJ863646.1 Vibrio alginolyticus strain HY9901 PhoB gene, complete cds",13742,5,690,99.13,100,99.13,100,95.28,13725.65,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
