Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"77133|KC470928.1 Uncultured bacterium clone N_202 16S ribosomal RNA gene, partial sequence",2210,0,1564,75.9,77.05,98.51,129.79,6.18,2209.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC470996.1 Uncultured bacterium clone E_115 16S ribosomal RNA gene, partial sequence",812,0,1480,87.64,87.91,99.69,113.76,2.84,811.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC471133.1 Uncultured bacterium clone E_77 16S ribosomal RNA gene, partial sequence",2596,0,1366,96.71,96.78,99.92,103.33,8.18,2595.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC751369.1 Uncultured bacterium clone NZ_45_pmoA_65 particulate methane monooxygenase (pmoA) gene, partial cds",294,0,509,80.55,84.48,95.35,118.37,2.72,293.75,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF227601.1 Uncultured bacterium clone PAC_5_15_3000m_6C_E_1_727.3 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1788,0,912,82.24,83.0,99.08,120.48,12.33,1787.55,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC793377.1 Uncultured bacterium clone Mat_38 sulfur oxidation protein SoxB (soxB) gene, partial cds",422,0,629,61.53,63.91,96.27,156.47,4.77,421.69,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB831344.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B13",576,0,1144,41.26,41.43,99.58,241.35,2.55,575.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831359.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B29",574,0,1136,44.72,44.72,100.0,223.62,2.11,573.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831371.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B41",2370,0,1143,92.91,93.09,99.81,107.42,9.97,2369.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831377.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B47",1502,0,1102,79.49,79.67,99.77,125.51,6.21,1501.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831380.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B50",812,0,1141,76.77,76.77,100.0,130.25,2.89,811.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831393.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK0D_B63",572,0,1141,89.04,89.75,99.22,111.43,2.36,571.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831420.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903D_B29",1898,0,1100,99.82,100.0,99.82,100.0,9.22,1897.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831431.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903D_B40",736,0,1118,57.69,57.78,99.85,173.07,3.11,735.45,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831448.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903R_B58",578,0,1142,71.63,71.63,100.0,139.61,2.09,577.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB831468.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903R_B81",1218,0,1143,53.11,53.11,100.0,188.3,4.72,1217.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF268869.1 Uncultured bacterium clone 12_H09 16S ribosomal RNA gene, partial sequence",1874,0,1413,61.15,61.5,99.42,162.6,5.94,1873.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF440290.1 Uncultured bacterium clone AMSGC_63_B13 16S ribosomal RNA gene, partial sequence",1234,0,1365,38.39,38.61,99.43,259.01,3.96,1233.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF440296.1 Uncultured bacterium clone AMSGC_63_B25 16S ribosomal RNA gene, partial sequence",1364,0,1394,86.01,86.3,99.67,115.88,5.31,1363.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC993679.1 Uncultured bacterium clone EPSCon_0037 23S ribosomal RNA gene, partial sequence",2614,0,466,85.41,86.27,99.0,115.92,36.37,2613.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC993680.1 Uncultured bacterium clone EPSCon_0038 23S ribosomal RNA gene, partial sequence",1104,0,470,97.66,100.43,97.25,99.58,15.8,1103.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC993684.1 Uncultured bacterium clone EPSCon_0044 23S ribosomal RNA gene, partial sequence",596,0,466,97.64,100.0,97.64,100.0,9.46,595.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC993687.1 Uncultured bacterium clone EPSCon_0049 23S ribosomal RNA gene, partial sequence",248,0,463,94.82,95.46,99.32,104.75,3.15,247.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC993688.1 Uncultured bacterium clone EPSCon_0050 23S ribosomal RNA gene, partial sequence",254,0,466,79.4,82.19,96.61,121.67,3.83,253.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC993707.1 Uncultured bacterium clone KG13EPSC12 23S ribosomal RNA gene, partial sequence",518,0,466,95.71,98.28,97.38,101.75,7.6,517.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC993710.1 Uncultured bacterium clone KG13EPSD08 23S ribosomal RNA gene, partial sequence",506,0,469,96.59,100.0,96.59,100.0,7.63,505.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC993738.1 Uncultured bacterium clone KG14EPSC01 23S ribosomal RNA gene, partial sequence",258,0,469,92.54,99.79,92.74,100.21,4.46,257.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KC993743.1 Uncultured bacterium clone KG14EPSC07 23S ribosomal RNA gene, partial sequence",702,0,463,87.9,92.87,94.65,107.67,9.71,701.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KC993759.1 Uncultured bacterium clone KG14EPSF11 23S ribosomal RNA gene, partial sequence",10928,0,466,97.64,100.0,97.64,100.0,162.33,10927.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KC993775.1 Uncultured bacterium clone KG15EPSF02 23S ribosomal RNA gene, partial sequence",1202,0,470,99.57,100.0,99.57,100.0,17.35,1201.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC993791.1 Uncultured bacterium clone KG584EPSF03 23S ribosomal RNA gene, partial sequence",4836,0,466,98.28,100.0,98.28,100.0,69.04,4835.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX226741.1 Uncultured bacterium clone NAB27 16S ribosomal RNA gene, partial sequence",1810,0,1509,82.5,83.23,99.12,120.14,5.69,1809.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX226769.1 Uncultured bacterium clone NAB55 16S ribosomal RNA gene, partial sequence",2118,0,1453,94.98,95.18,99.78,105.06,7.28,2117.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX226817.1 Uncultured bacterium clone NBB13 16S ribosomal RNA gene, partial sequence",842,0,1463,62.13,62.54,99.34,159.89,2.66,841.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX226910.1 Uncultured bacterium clone NBB106 16S ribosomal RNA gene, partial sequence",1102,0,1487,71.08,71.22,99.81,140.42,3.43,1101.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227179.1 Uncultured bacterium clone NCB142 16S ribosomal RNA gene, partial sequence",1098,0,1457,35.0,35.28,99.22,283.46,3.11,1097.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227279.1 Uncultured bacterium clone SAB2 16S ribosomal RNA gene, partial sequence",1040,0,1449,44.24,44.24,100.0,226.05,2.69,1039.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227397.1 Uncultured bacterium clone SBB2 16S ribosomal RNA gene, partial sequence",1082,0,1490,73.02,73.29,99.63,136.45,3.02,1081.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227486.1 Uncultured bacterium clone SCB14 16S ribosomal RNA gene, partial sequence",1118,0,1516,96.83,96.97,99.86,103.13,3.32,1117.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227541.1 Uncultured bacterium clone SCB69 16S ribosomal RNA gene, partial sequence",1336,0,1528,39.2,39.33,99.67,254.24,4.42,1335.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227606.1 Uncultured bacterium clone SCB134 16S ribosomal RNA gene, partial sequence",834,0,1462,82.97,83.17,99.75,120.23,2.81,833.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX227630.1 Uncultured bacterium clone SCB158 16S ribosomal RNA gene, partial sequence",772,0,1477,76.84,76.98,99.82,129.9,2.15,771.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"269237|KF544992.1 Uncultured Sulfurovum sp. clone TVG01-13 16S ribosomal RNA gene, partial sequence",30624,0,1473,99.19,99.59,99.59,100.41,106.73,30623.27,1e-26,269237,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,uncultured Sulfurovum sp.
"269237|KF545022.1 Uncultured Sulfurovum sp. clone TVG01-44 16S ribosomal RNA gene, partial sequence",1384,0,1473,79.7,80.24,99.32,124.62,4.68,1383.27,1e-26,269237,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,uncultured Sulfurovum sp.
"293400|KF130664.1 Uncultured Rhodobacterales bacterium clone D33 16S ribosomal RNA gene, partial sequence",984,0,784,94.64,97.58,96.99,102.48,8.03,983.61,1e-26,204455,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,Rhodobacterales,unk_f,unk_g,
"77133|KF202917.1 Uncultured bacterium clone 1_5 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",648,0,382,99.21,100.0,99.21,100.0,6.58,647.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF202922.1 Uncultured bacterium clone 3_5 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",732,0,382,98.43,100.0,98.43,100.0,8.62,731.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF202925.1 Uncultured bacterium clone 3_1 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",334,0,388,94.33,99.48,94.82,100.52,4.6,333.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF202926.1 Uncultured bacterium clone 28_13 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",382,0,380,97.63,100.0,97.63,100.0,7.53,381.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF202928.1 Uncultured bacterium clone 28_11 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",1170,0,388,98.71,100.0,98.71,100.0,12.38,1169.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF202944.1 Uncultured bacterium clone 24_7 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",220,0,383,96.34,99.74,96.6,100.26,3.13,219.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF202950.1 Uncultured bacterium clone 24_1 adenosine-5'-phosphosulfate reductase subunit A (aprA) gene, partial cds",974,0,382,92.15,92.93,99.15,107.61,9.58,973.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"265882|KF202981.1 Uncultured anaerobic ammonium-oxidizing bacterium clone I22_2 hydrazine synthase subunit A (hzsA) gene, partial cds",766,0,1325,78.04,79.92,97.64,125.12,2.88,765.35,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"670|JX306051.1 Vibrio parahaemolyticus strain Aa9 quenching protein QQ-No. 10d gene, partial cds",598,0,903,76.08,76.63,99.28,130.49,2.99,597.55,1e-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"670|JX306052.1 Vibrio parahaemolyticus strain Aa9 quenching protein QQ-No. 10e gene, partial cds",338,0,651,82.64,82.64,100.0,121.0,1.84,337.68,1e-26,670,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
"77133|AB858555.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: BMS3BB46",3452,0,1385,98.7,98.92,99.78,101.09,12.03,3451.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"198431|AB858830.1 Uncultured prokaryote aprA gene for putative adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: BMS3Bapr04",288,0,378,89.15,91.53,97.4,109.25,3.63,287.81,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"198431|AB858836.1 Uncultured prokaryote aprA gene for putative adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: BMS3Bapr18",456,0,387,97.67,100.0,97.67,100.0,7.54,455.81,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF623963.1 Uncultured bacterium clone GSPM_113 16S ribosomal RNA gene, partial sequence",868,0,816,87.62,87.87,99.72,113.81,4.41,867.6,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF624439.1 Uncultured bacterium clone JSC_79 16S ribosomal RNA gene, partial sequence",780,0,1297,46.26,46.34,99.83,215.81,3.01,779.36,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF624514.1 Uncultured bacterium clone JSC_154 16S ribosomal RNA gene, partial sequence",454,0,665,64.66,66.17,97.73,151.14,3.61,453.67,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF624578.1 Uncultured bacterium clone JSC_287 16S ribosomal RNA gene, partial sequence",706,0,1177,46.73,46.73,100.0,214.0,2.71,705.42,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF596661.1 Uncultured bacterium clone 14-19 small subunit ribosomal RNA gene, partial sequence",874,0,1386,96.61,98.41,98.17,101.61,3.21,873.32,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF596682.1 Uncultured bacterium clone 53-20 small subunit ribosomal RNA gene, partial sequence",758,0,1498,53.54,53.67,99.75,186.32,2.2,757.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"254004|KF362690.1 Uncultured ammonia-oxidizing beta proteobacterium clone bAugY5BF11 ammonia monooxygenase subunit A (amoA) gene, partial cds",434,0,744,63.71,69.35,91.86,144.19,4.0,433.63,1e-26,28216,Bacteria,unk_k,Proteobacteria,Betaproteobacteria,unk_o,unk_f,,
"1434821|KF728826.1 Oceanospirillum sp. AK56 16S ribosomal RNA gene, partial sequence",762,0,1488,31.05,31.59,98.3,316.6,2.62,761.27,1e-26,965,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,
"77133|JQ036256.1 Uncultured bacterium clone ERB30 16S ribosomal RNA gene, partial sequenceKM356217.1 Uncultured bacterium clone B_C2688_30_FL 16S ribosomal RNA gene, partial sequence",1136,0,1491,85.92,86.12,99.77,116.12,3.57,1135.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ036283.1 Uncultured bacterium clone HR43 16S ribosomal RNA gene, partial sequenceKM356224.1 Uncultured bacterium clone B_S2518_43_FL 16S ribosomal RNA gene, partial sequence",1290,0,1473,56.75,56.96,99.64,175.57,3.87,1289.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"173971|KF859697.1 Uncultured Halomonas sp. clone HB_58 16S ribosomal RNA gene, partial sequenceKF859722.1 Uncultured Halomonas sp. clone HB_83 16S ribosomal RNA gene, partial sequence",814,0,1493,38.04,38.04,100.0,262.85,2.36,813.26,1e-26,173971,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,uncultured Halomonas sp.
"77133|KF616695.1 Uncultured bacterium clone APC-3439-J2A8 16S ribosomal RNA gene, partial sequence",2048,0,1489,97.38,97.58,99.79,102.48,6.04,2047.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF616707.1 Uncultured bacterium clone APC-3439-J2E12 16S ribosomal RNA gene, partial sequence",978,0,1490,72.48,73.69,98.36,135.7,3.54,977.27,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF616743.1 Uncultured bacterium clone APC-3439-J3F5 16S ribosomal RNA gene, partial sequence",1912,0,1481,99.32,100.0,99.32,100.0,7.04,1911.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF616783.1 Uncultured bacterium clone AS3730incBP1F10 16S ribosomal RNA gene, partial sequenceKM356453.1 Uncultured bacterium clone AS_3730inc_bac_BP1_F10 16S ribosomal RNA gene, partial sequence",1170,0,1488,94.49,94.76,99.72,105.53,3.61,1169.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF616817.1 Uncultured bacterium clone AS3730incBP2C10 16S ribosomal RNA gene, partial sequenceKM356485.1 Uncultured bacterium clone AS_3730inc_bac_BP2_C10 16S ribosomal RNA gene, partial sequence",908,0,1482,48.38,48.38,100.0,206.69,3.04,907.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF896943.1 Uncultured bacterium clone J3-25 dissimilatory (bi)sulfite reductase alpha subunit (dsrA) and dissimilatory (bi)sulfite reductase beta subunit (dsrB) genes, partial cds",1990,0,1937,98.19,100.0,98.19,100.0,5.48,1989.05,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF896963.1 Uncultured bacterium clone AH1_13 dissimilatory (bi)sulfite reductase alpha subunit (dsrA) and dissimilatory (bi)sulfite reductase beta subunit (dsrB) genes, partial cds",1676,0,1843,93.11,96.15,96.84,104.01,6.04,1675.09,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF896969.1 Uncultured bacterium clone AH4_13 dissimilatory (bi)sulfite reductase alpha subunit (dsrA) and dissimilatory (bi)sulfite reductase beta subunit (dsrB) genes, partial cds",1822,0,1852,88.77,91.63,96.88,109.13,6.76,1821.09,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF896985.1 Uncultured bacterium clone AH2_7 dissimilatory (bi)sulfite reductase alpha subunit (dsrA) and dissimilatory (bi)sulfite reductase beta subunit (dsrB) genes, partial cds",4066,0,1980,89.49,96.01,93.21,104.16,15.27,4065.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JQ197218.1 Uncultured bacterium clone SeaWat_63744 16S ribosomal RNA gene, partial sequence",670,0,1323,90.1,90.48,99.58,110.53,2.94,669.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ197318.1 Uncultured bacterium clone SeaWat_63114 16S ribosomal RNA gene, partial sequence",1286,0,1379,79.41,79.84,99.46,125.25,4.99,1285.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HG932610.1 Uncultured bacterium partial dsrA gene for dissimilatory sulfite reductase alpha subunit, clone PC1_06_1",302,0,594,42.42,46.97,90.32,212.9,2.3,301.71,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KJ002093.1 Uncultured bacterium clone BAC0_1AM_B02 16S ribosomal RNA gene, partial sequence",550,0,739,56.7,56.83,99.76,175.95,2.97,549.64,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KJ002162.1 Uncultured bacterium clone BAC0_1AM_H06 16S ribosomal RNA gene, partial sequence",898,0,695,94.96,95.54,99.4,104.67,6.04,897.66,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"86473|HE804030.1 Uncultured gamma proteobacterium partial 16S rRNA gene, isolate 2.1, clone 182b",1582,0,1457,49.62,49.83,99.59,200.69,4.53,1581.28,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"77133|HE803923.1 Uncultured bacterium partial 16S rRNA gene, isolate 1.2, clone 183",2296,0,1440,92.36,93.19,99.11,107.3,7.48,2295.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"194843|KJ566252.1 Uncultured Bacteroidales bacterium clone SD08_034 16S ribosomal RNA gene, partial sequence",3330,0,1461,93.7,93.84,99.85,106.56,10.67,3329.28,1e-26,194843,Bacteria,unk_k,Bacteroidota,Bacteroidia,Bacteroidales,unk_f,unk_g,uncultured Bacteroidales bacterium
"179109|KJ566263.1 Uncultured Nitrospina sp. clone SD08_008 16S ribosomal RNA gene, partial sequence",1028,0,1481,72.25,73.67,98.08,135.75,4.28,1027.27,1e-26,35800,Bacteria,unk_k,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
"1490085|KJ722501.1 Tepidibacter sp. 26TPM1-ana3 16S ribosomal RNA gene, partial sequence",780,0,1491,72.5,72.9,99.45,137.17,2.67,779.27,1e-26,1490085,Bacteria,unk_k,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Tepidibacter,Tepidibacter sp. 26TPM1-ana3
"166587|KJ589334.1 Uncultured Chloroflexi bacterium clone KB47B_0408 16S ribosomal RNA gene, partial sequence",346,0,463,95.46,96.11,99.33,104.04,3.34,345.77,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"198431|KJ670808.1 Uncultured prokaryote clone ii3_7_36 dissimilatory bisulfite reductase beta subunit (dsrB) gene, partial cds",1830,0,350,94.57,100.0,94.57,100.0,28.49,1829.83,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"198431|KJ670823.1 Uncultured prokaryote clone ii3_7_38 dissimilatory bisulfite reductase beta subunit (dsrB) gene, partial cds",386,0,362,84.53,91.44,92.45,109.37,5.05,385.82,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"198431|KJ670892.1 Uncultured prokaryote clone ii8_18 dissimilatory bisulfite reductase beta subunit (dsrB) gene, partial cds",788,0,350,98.57,100.0,98.57,100.0,10.61,787.83,1e-26,198431,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured prokaryote
