Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
4932|X00149.1 Saccharomyces cerevisiae mt 21s rRNA gene r1-intron,1410,4,1276,23.51,23.51,100.0,425.33,7.41,1395.69,1e-26,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
"1940690|KX966274.1 Idiomarina sp. W3 16S ribosomal RNA gene, partial sequence",27058,5,1435,75.75,76.17,99.45,131.29,82.6,27041.84,1e-26,1940690,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina andamanensis
"1869227|KX279968.1 Bacterium strain SCSIO16407 LuxS gene, partial cds",4476,1,407,81.33,82.8,98.22,120.77,43.28,4471.42,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"38313|KY451947.1 Shewanella algae strain B516 putative amine monooxygenase (avbB) gene, complete cds",3312,5,1347,32.74,33.63,97.35,297.35,12.86,3296.86,1e-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"38313|KY451949.1 Shewanella algae strain B516 avaroferrin siderophore biosynthesis protein (avbD) gene, complete cds",4706,7,1893,42.31,43.05,98.28,232.27,12.84,4684.72,1e-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"38313|KY451953.1 Shewanella algae strain B516 putative iron-siderophore ABC transporter permease component (avtD) gene, complete cds",5564,3,1062,27.97,28.25,99.0,354.0,20.96,5552.05,1e-26,38313,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
"38313|KY451954.1 Shewanella algae strain B516 putative iron-siderophore ABC transporter ATP-binding protein (avtE) gene, complete cds",2908,3,876,60.27,61.64,97.78,162.22,16.24,2898.15,1e-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"38313|KY451955.1 Shewanella algae strain B516 putative ferric iron reductase (avtF) gene, complete cds",4310,3,822,35.64,36.5,97.67,274.0,21.39,4300.75,1e-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"38313|KY451956.1 Shewanella algae strain B516 putative TonB-dependent receptor (avtG) gene, complete cds",10824,7,1914,38.66,38.87,99.46,257.26,24.12,10802.46,1e-26,38313,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
"38313|KY451957.1 Shewanella algae strain B516 putative periplasmic siderophore cleavage esterase IroE family (avtH) gene, complete cds",1218,4,1071,25.96,26.8,96.86,373.17,7.77,1205.99,1e-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
9606|NG_051019.1 Homo sapiens CAGE-defined high expression enhancer upstream of GTF2IRD1 (LOC108254673) on chromosome 7,2544,2,720,34.86,34.86,100.0,286.85,15.26,2535.9,1e-26,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
"3659|KX231331.1 Cucumis sativus 18S ribosomal RNA gene, partial sequence; and internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S ribosomal RNA gene, complete sequenceKX231333.1 Cucumis sativus 18S ribosomal RNA gene, partial sequence; and internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S ribosomal RNA gene, complete sequenceKX231334.1 Cucumis sativus 18S ribosomal RNA gene, partial sequence; and internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S ribosomal RNA gene, complete sequence",16594,23,6306,31.51,31.54,99.9,317.04,12.39,16523.12,1e-26,3659,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis sativus
"77133|MF203101.1 Uncultured bacterium clone denovo77_588_13950 16S ribosomal RNA gene, partial sequence",1002,1,305,73.77,75.41,97.83,132.61,12.79,998.57,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"53249|KY671155.1 Pseudoalteromonas sp. strain Bu15_08 16S ribosomal RNA gene, partial sequence",14474,5,1537,44.18,44.44,99.41,225.04,43.67,14456.7,1e-26,53249,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp.
"1874361|MF975635.1 Idiomarina sp. strain E709-9 16S ribosomal RNA gene, partial sequence",4736,5,1508,23.34,23.41,99.72,427.2,15.94,4719.04,1e-26,1874361,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp.
"1590|MG051697.1 Lactobacillus plantarum strain Z85A 16S ribosomal RNA gene, partial sequence",832,1,402,35.32,37.31,94.67,268.0,7.46,827.48,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"115547|MF598014.1 Uncultured archaeon clone 2_43 alpha subunit of methyl coenzyme M reductase (mcrA) gene, partial cds",3700,2,723,82.16,82.3,99.83,121.51,19.24,3691.87,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|MF598034.1 Uncultured archaeon clone 2_65 alpha subunit of methyl coenzyme M reductase (mcrA) gene, partial cds",2360,2,723,30.43,30.43,100.0,328.64,10.65,2351.87,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"175245|KX886148.1 Uncultured fungus clone PR_C04 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1130,2,616,41.23,42.86,96.21,233.33,11.45,1123.08,1e-26,4751,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,,
"49186|MG407657.1 Marinobacterium stanieri strain LPB0208 16S ribosomal RNA gene, partial sequence",2762,5,1394,21.52,21.52,100.0,464.67,7.9,2746.34,1e-26,49186,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium stanieri
"2055892|CP025000.1 Idiomarina sp. X4 chromosome, complete genome",8117006,9696,2616716,30.12,30.66,98.25,326.19,15.66,8087962.55,1e-26,135575,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,
"77133|KY421736.1 Uncultured bacterium clone 104_2 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",3902,2,729,39.78,41.29,96.35,242.19,27.04,3893.8,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421737.1 Uncultured bacterium clone 184_3 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",5912,4,1281,40.91,40.91,100.0,244.47,17.53,5897.59,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KY421738.1 Uncultured bacterium clone 4795_2 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",15954,3,867,91.93,93.66,98.15,106.77,88.6,15944.24,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421739.1 Uncultured bacterium clone 15902_4 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",11428,2,597,80.23,81.91,97.96,122.09,93.64,11421.28,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421740.1 Uncultured bacterium clone 16652_1 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",2216,4,1293,39.21,40.29,97.31,248.18,12.14,2201.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421741.1 Uncultured bacterium clone 17094_4 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",1078,4,1131,24.67,25.55,96.54,391.35,5.83,1065.33,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421742.1 Uncultured bacterium clone 18836_1 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",95634,4,1185,96.62,100.25,96.38,99.75,491.98,95620.66,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421743.1 Uncultured bacterium clone 22678_2 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",1862,4,1158,25.04,25.56,97.97,391.22,12.09,1849.0,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421745.1 Uncultured bacterium clone 23209_4 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",3432,4,1266,46.05,47.39,97.17,211.0,13.18,3417.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421747.1 Uncultured bacterium clone 27915_18 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",3404,4,1281,23.19,23.42,99.0,427.0,9.6,3389.6,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KY421748.1 Uncultured bacterium clone 3787_3 adenylylsulfate reductase subunit alpha (aprA) gene, partial cds",13974,6,1695,45.49,46.43,97.97,215.37,39.36,13954.92,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KY421754.1 Uncultured bacterium clone 27875_5 adenylylsulfate reductase subunit alpha (aprA) gene, partial cds",62194,2,774,98.58,100.0,98.58,100.0,429.43,62185.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"114243|KY421760.1 Uncultured euryarchaeote clone 15044_1 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",83546,6,1734,98.33,100.12,98.21,99.88,250.81,83526.48,1e-26,28890,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,
"114243|KY421761.1 Uncultured euryarchaeote clone 18633_5 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",46790,3,828,94.32,94.81,99.49,105.48,194.49,46780.68,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|KY421762.1 Uncultured euryarchaeote clone 20421_3 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",9202,3,1008,48.91,49.31,99.2,202.82,39.06,9190.65,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"114243|KY421764.1 Uncultured euryarchaeote clone 22058_1 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",918,3,933,25.51,27.01,94.44,370.24,7.07,907.55,1e-26,28890,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,,
"114243|KY421767.1 Uncultured euryarchaeote clone 24043_3 methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",53126,3,1044,81.9,82.47,99.3,121.25,158.38,53114.24,1e-26,114243,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured euryarchaeote
"77133|MG679616.1 Uncultured bacterium clone Plate-L.C01_F.trimmed.seq 16S ribosomal RNA gene, partial sequence",1060,2,721,39.39,41.61,94.67,240.33,9.47,1051.91,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
