Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175243|HQ871913.1 Uncultured Ascomycota clone UAP7754 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",522,1,401,81.8,83.04,98.5,120.42,6,518.8,1.00E-26,175243,Eukaryota,Fungi,Ascomycota,unk_c,unk_o,unk_f,unk_g,uncultured Ascomycota
"77133|JQ816992.1 Uncultured bacterium clone MD-178-10-3292_KP6-2N-P_Catcher_CB14 16S ribosomal RNA gene, partial sequence",1340,4,1570,90.57,90.7,99.86,110.25,4.37,1327.51,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|JQ817525.1 Uncultured archaeon clone MD-178-10-3291_KP12N-P_S600_04A12 16S ribosomal RNA gene, partial sequence",1504,3,1423,69.5,69.5,100,143.88,5.9,1492.67,1.00E-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JX000940.1 Uncultured bacterium clone ORI-961-19-1-P_S008-010_19-11B03 16S ribosomal RNA gene, partial sequence",1478,3,1394,98.78,99.93,98.85,100.07,6.46,1466.9,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX000941.1 Uncultured bacterium clone ORI-961-19-1-P_S008-010_19-11B04 16S ribosomal RNA gene, partial sequence",1236,3,1480,86.55,86.89,99.61,115.09,4.03,1224.23,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB687826.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SoilDirect_105",1074,1,600,80.5,81.17,99.18,123.2,8.1,1069.22,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB687969.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: DENKI_112",554,1,493,98.17,100.2,97.98,99.8,6.01,550.07,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB687735.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SoilDirect_014",308,1,600,62.5,62.67,99.73,159.57,2,303.24,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB687752.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SoilDirect_031",416,1,600,94.17,94.33,99.82,106.01,3,411.23,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB687755.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SoilDirect_034",394,1,599,86.31,86.98,99.23,114.97,2.94,389.24,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB687781.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SoilDirect_060",472,1,600,50.83,52,97.76,192.31,4.21,467.23,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"192955|JQ796373.1 Salmonella enterica subsp. enterica serovar Kentucky strain 19-85 genomic island SGI1-J6, partial sequence",5544,8,3302,36.04,37.52,96.05,266.51,8.19,5517.67,1.00E-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
696485|JX127210.1 Vibrio owensii clone V71-1 anonymous locus genomic sequence,4200,2,794,91.69,94.46,97.07,105.87,27.92,4193.66,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"187379|JQ965738.1 Uncultured Marinobacter sp. clone DP 40 16S ribosomal RNA gene, partial sequence",368,1,557,66.79,69.48,96.12,143.93,4.21,363.57,1.00E-26,2887365,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,,
"77133|AB694197.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU017_Common_Clone02",1068,3,1398,71.67,71.75,99.9,139.38,3.41,1056.88,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694406.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU136_Xeno_Clone01",830,3,1401,72.09,72.31,99.7,138.3,2.53,818.87,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694447.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU178_Ref_Clone01",782,4,1519,77.49,77.55,99.92,128.95,2.17,769.95,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694451.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU183_Ref_Clone01",798,3,1466,46.86,47.07,99.57,212.46,2.37,786.36,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|JQ928708.1 Vibrio alginolyticus strain E06381 site-specific-recombinase gene, partial cds",724,1,659,78.91,81.18,97.2,123.18,6.82,718.75,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"77133|HQ666615.1 Uncultured bacterium clone 407S-nirS-P090610E-H3-26 putative dissimilatory nitrite reductase gene, partial cds",438,1,411,91.97,100,91.97,100,8.09,434.73,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"173975|JX047073.1 Uncultured Shewanella sp. clone KSB6 16S ribosomal RNA gene, partial sequence",12426,4,1511,99.01,99.21,99.8,100.8,37.3,12413.93,1.00E-26,173975,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,uncultured Shewanella sp.
"115547|JX292024.1 Uncultured archaeon clone GB_c2806 ammonia monooxygenase (amoA) gene, complete cds",750,1,651,97.08,98.92,98.14,101.09,5.08,744.81,1.00E-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JQ901773.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 25H-H-4 HZO gene, partial cds",1192,2,994,67.61,69.11,97.82,144.69,5.17,1184.08,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JQ901828.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 48H-H-9 HZO gene, partial cds",552,2,994,51.01,51.81,98.45,193.01,1.81,544.11,1.00E-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"155900|JX194240.1 Uncultured organism clone 1301A10_105 16S ribosomal RNA gene, partial sequence",1968,2,855,59.06,59.06,100,169.31,8.07,1961.18,1.00E-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194363.1 Uncultured organism clone 1301A09_362 16S ribosomal RNA gene, partial sequence",2118,2,858,82.75,82.75,100,120.85,10.82,2111.15,1.00E-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194379.1 Uncultured organism clone 1301A10_054 16S ribosomal RNA gene, partial sequence",5374,2,834,88.85,88.85,100,112.55,30.74,5367.34,1.00E-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194620.1 Uncultured organism clone 1301A10sw_143 16S ribosomal RNA gene, partial sequence",562,2,857,52.39,52.86,99.12,189.18,3.82,555.19,1.00E-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"663|JX064517.1 Vibrio alginolyticus strain E0601 lecithin-dependent hemolysin (ldh) gene, complete cds",7188,3,1254,99.52,100,99.52,100,24.44,7177.99,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|FR877468.1 Uncultured bacterium partial 16S rRNA gene, clone ST-E1885",856,1,594,95.79,96.97,98.78,103.12,5.75,851.27,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875581.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1542",5644,1,613,84.5,84.5,100,118.34,39.72,5639.1,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"663|JX221044.1 Vibrio alginolyticus strain XSBZ03 16S ribosomal RNA gene, partial sequence",1806,4,1514,30.25,30.25,100,330.57,5.35,1793.94,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|JX279790.1 Uncultured bacterium clone 3500M-23 RNA polymerase beta-subunit (rpoB) gene, partial cds",2606,3,1284,97.12,98.29,98.81,101.74,10.19,2595.76,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX279800.1 Uncultured bacterium clone 3500M-11 RNA polymerase beta-subunit (rpoB) gene, partial cds",4836,3,1284,90.89,91.43,99.4,109.37,17.54,4825.75,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB744467.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: YCBC-90",410,1,630,47.62,47.62,100,210,2.38,404.99,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391065.1 Uncultured bacterium clone H0025 16S ribosomal RNA gene, partial sequence",2532,4,1514,67.17,67.31,99.8,148.58,6.97,2519.93,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391644.1 Uncultured bacterium clone NF025 16S ribosomal RNA gene, partial sequence",900,4,1520,91.05,92.3,98.65,108.34,2.94,887.93,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391658.1 Uncultured bacterium clone NF039 16S ribosomal RNA gene, partial sequence",3742,4,1505,78.47,79,99.33,126.58,11.19,3729.99,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"86473|JX193174.1 Uncultured gamma proteobacterium clone C6_39 16S ribosomal RNA gene, partial sequence",788,2,996,56.73,57.03,99.47,175.35,3.61,780.08,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"77133|HE663291.1 Uncultured bacterium partial 16S rRNA gene, clone LBDT3589",460,2,884,88.46,89.25,99.11,112.04,2.37,452.99,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"358574|AB750411.1 Uncultured microorganism intI gene for integron integrase, partial cds, clone: 9Cas.IntI",854,1,488,79.71,84.02,94.88,119.02,11.91,850.11,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|AB750507.1 Uncultured microorganism DNA, gene cassette 73Cas.GasHyd.GC.1, gene cassette 73Cas.GasHyd.GC.2, complete sequence, clone: 73Cas.GasHyd.GC",10916,5,1907,97.8,100.16,97.64,99.84,33.21,10900.77,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|AB750520.1 Uncultured microorganism DNA, gene cassette 86Cas.GasHyd.GC.1, complete sequence, clone: 86Cas.GasHyd.GC.1",726,3,1359,81.46,84.69,96.18,118.07,3.91,715.21,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|AB750523.1 Uncultured microorganism DNA, gene cassette 89Cas.GasHyd.GC.1, complete sequence, clone: 89Cas.GasHyd.GC.1",1824,2,1085,98.34,99.91,98.43,100.09,9.75,1815.35,1.00E-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|AB750533.1 Uncultured microorganism DNA, gene cassette 99Cas.GasHyd.GC.1, gene cassette 99Cas.GasHyd.GC.2, gene cassette 99Cas.GasHyd.GC.3, complete sequence, clone: 99Cas.GasHyd.GC",3456,9,3404,20.83,22.06,94.41,453.26,7.48,3428.9,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JX477389.1 Uncultured bacterium clone Guay_03 16S ribosomal RNA gene, partial sequence",434,1,600,77,77.33,99.57,129.31,3.5,429.23,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX477415.1 Uncultured bacterium clone Guay_67 16S ribosomal RNA gene, partial sequence",824,1,600,89.83,90.5,99.26,110.5,7.13,819.22,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX500745.1 Uncultured bacterium clone guay_T10 NosZ gene, partial cds",1482,1,591,95.77,99.83,95.93,100.17,15.93,1477.28,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JN884818.1 Uncultured bacterium clone NZ_45_Bac_02 16S ribosomal RNA gene, partial sequence",560,2,800,55.38,55.38,100,180.59,3.38,553.64,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884832.1 Uncultured bacterium clone NZ_45_Bac_24 16S ribosomal RNA gene, partial sequence",446,1,590,91.69,92.03,99.63,108.66,4.05,441.31,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884843.1 Uncultured bacterium clone NZ_45_Bac_38 16S ribosomal RNA gene, partial sequence",762,2,800,71,71,100,140.85,5.25,755.63,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884855.1 Uncultured bacterium clone NZ_45_Bac_53 16S ribosomal RNA gene, partial sequence",1548,2,890,77.98,78.09,99.86,128.06,7.68,1540.9,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884865.1 Uncultured bacterium clone NZ_45_Bac_63 16S ribosomal RNA gene, partial sequence",420,2,840,65.95,66.67,98.93,150,2.86,413.34,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884882.1 Uncultured bacterium clone NZ_45_Bac_82 16S ribosomal RNA gene, partial sequence",822,2,870,94.14,94.37,99.76,105.97,4.46,815.07,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884883.1 Uncultured bacterium clone NZ_45_Bac_83 16S ribosomal RNA gene, partial sequence",562,2,920,60.87,60.98,99.82,163.99,3.26,554.69,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885018.1 Uncultured bacterium clone NZ_315_Bac02 16S ribosomal RNA gene, partial sequence",524,2,800,65.88,66,99.81,151.52,3,517.64,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885023.1 Uncultured bacterium clone NZ_315_Bac11 16S ribosomal RNA gene, partial sequence",424,1,700,81.29,81.29,100,123.02,2.91,418.44,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885035.1 Uncultured bacterium clone NZ_315_Bac31 16S ribosomal RNA gene, partial sequence",428,1,700,58,58.57,99.02,170.73,2.57,422.44,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885050.1 Uncultured bacterium clone NZ_315_Bac53 16S ribosomal RNA gene, partial sequence",9642,1,700,100,100,100,100,63.55,9636.41,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"265882|JX537428.1 Uncultured anaerobic ammonium-oxidizing bacterium clone BZ-108 hydrazine oxidoreductase (hzo) gene, partial cds",582,2,994,64.08,65.49,97.85,152.69,2.3,574.11,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"50719|JQ934821.1 Vibrio diabolicus glyceraldehydes-3-phosphodehydrogenase (gapA) gene, partial cds",2284,1,692,76.59,76.73,99.81,130.32,15.57,2278.48,1.00E-26,50719,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus
"1208308|JQ934826.1 Vibrio neocaledonicus strain NC470 topoisomerase I (topA) gene, partial cds",570,1,708,44.77,45.2,99.06,221.25,3.57,564.37,1.00E-26,1208308,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio neocaledonicus
670|JQ863077.1 Vibrio parahaemolyticus strain 20579 serogroup O9 O serogroup genetic determinant region genomic sequence,25924,40,15387,58.39,59.87,97.54,167.03,9.32,25801.33,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
670|JQ863080.1 Vibrio parahaemolyticus strain 20577 serogroup O7 O serogroup genetic determinant region genomic sequence,7940,40,15121,26.45,26.98,98.01,370.61,2.62,7820,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
670|JQ863082.1 Vibrio parahaemolyticus strain 20582 serogroup O12 O serogroup genetic determinant region genomic sequence,22524,39,14949,34.98,35.81,97.68,279.26,8.36,22404.85,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
1202494|HE863791.1 Bacterium symbiont of Thyasira sp. Guiness partial 23S rRNA gene,9212,3,1208,94.62,100.58,94.07,99.42,52.57,9202.35,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1202495|HE863795.1 Bacterium symbiont of Lamellibrachia sp. Guiness partial 23S rRNA gene,1002,3,1152,85.07,90.8,93.69,110.13,7.04,992.83,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1202496|HE863796.1 Bacterium symbiont of Acharax sp. Guiness partial 23S rRNA gene,4880,2,1082,98.52,100.18,98.34,99.82,31.77,4871.36,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1202496|HE863797.1 Bacterium symbiont of Acharax sp. Guiness partial 16S rRNA gene, clone rareHE863798.1 Bacterium symbiont of Acharax sp. Guiness partial 16S rRNA gene",3606,4,1504,81.72,81.85,99.84,122.18,10.66,3594,1.00E-26,1202496,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium symbiont of Acharax sp. Guiness
"77133|HF545496.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS1 C30HF545497.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS5 C27",472,2,929,80.41,80.52,99.87,124.2,2.55,464.63,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545499.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS1 C23",878,2,873,76.4,76.4,100,130.88,4.47,871.05,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545517.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS1 C15",774,2,966,76.5,77.64,98.53,128.8,4.54,766.32,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545519.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS1 C14",918,2,944,80.93,81.46,99.35,122.76,4.77,910.49,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545550.1 Uncultured bacterium partial 16S rRNA gene, clone 1ARNbW14_S1_22",584,2,912,67.43,67.43,100,148.29,2.84,576.75,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545567.1 Uncultured bacterium partial 16S rRNA gene, clone 2ARNbG14_S3_74",464,2,889,68.17,68.62,99.34,145.74,2.14,456.95,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"592975|JX945935.1 Uncultured Candidatus Scalindua sp. clone AHB006 hydrazine oxidoreductase (hzo) gene, partial cds",886,2,1063,73.85,78.74,93.79,127,6.59,877.54,1.00E-26,2897346,Bacteria,unk_k,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,,
"56765|HQ734675.1 Uncultured marine bacterium clone Y32-1700m-63 assimilatory nitrate reductase (nasA) gene, partial cds",650,2,814,90.17,90.66,99.46,110.3,3.67,643.53,1.00E-26,56765,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured marine bacterium
"227748|HQ729475.1 Pseudoalteromonas sp. D41 outer membrane protein W (ompW) gene, complete cds",8950,1,654,100,100,100,100,50.4,8944.78,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729476.1 Pseudoalteromonas sp. D41 outer membrane protein gene, complete cds",12436,2,1071,99.81,100,99.81,100,49.08,12427.45,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729477.1 Pseudoalteromonas sp. D41 transcription termination factor Rho gene, complete cds",12772,3,1260,99.44,100,99.44,100,49.94,12761.94,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729478.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase alpha chain gene, complete cds",13266,2,987,99.9,100,99.9,100,63.17,13258.12,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729479.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase subunit beta gene, complete cds",68680,10,4026,99.88,100,99.88,100,83.65,68647.84,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729480.1 Pseudoalteromonas sp. D41 lytic cell-wall binding lipoprotein gene, complete cds",22936,5,1911,99.22,100,99.22,100,56.42,22920.74,1.00E-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729481.1 Pseudoalteromonas sp. D41 TonB-dependent receptor gene, complete cds",25036,5,2133,98.17,100,98.17,100,54.19,25018.96,1.00E-26,53246,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,
"152509|AB734619.1 Uncultured Bacteroidetes bacterium gene for 16S ribosomal RNA, partial sequence, clone: Shimokita-77",210,0,373,84.45,84.45,100,118.41,2.41,207.04,1.00E-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"120965|AB734639.1 Uncultured planctomycete gene for 16S ribosomal RNA, partial sequence, clone: Shimokita-2-79",214,1,377,99.73,100,99.73,100,3.76,211.01,1.00E-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"29281|JQ952728.1 Uncultured crenarchaeote clone B3w_40_accA16 acetyl-CoA carboxylase alpha subunit (accA) gene, partial cds",306,1,408,95.34,100,95.34,100,4.34,302.76,1.00E-26,28889,Archaea,unk_k,Crenarchaeota,unk_c,unk_o,unk_f,,
"77133|FR819793.1 Uncultured bacterium partial 16S rRNA gene, clone 101d13",346,1,475,95.79,100.21,95.59,99.79,4.99,342.22,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"310067|FR819927.1 Uncultured Anaerolineaceae bacterium partial 16S rRNA gene, clone 330d57",258,1,440,81.14,81.36,99.72,122.91,2.47,254.51,1.00E-26,310067,Bacteria,unk_k,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unk_g,uncultured Anaerolineaceae bacterium
"49186|KC660134.1 Marinobacterium stanieri strain MARIS-02 16S ribosomal RNA gene, partial sequence",1554,3,1448,33.77,33.77,100,296.11,4.56,1542.47,1.00E-26,49186,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium stanieri
"34034|HE974891.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone ATLA_Crab_Bac_C05",1166,2,948,85.76,85.76,100,116.61,5.25,1158.45,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|HF922342.1 Uncultured bacterium partial 16S rRNA gene, clone HP-Bac-E04",1364,4,1510,98.15,99.07,99.06,100.94,4.61,1351.98,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
